,title,nsuid,price_us,description
1922,Gnomes Garden: New Home,70010000015744,2.99,"After defeating the sorcerer collector, the gnomes returned the castle to its old form. But it still stood in the grey wasteland, and there nothing could grow. The princess was worried that her people would soon run out of food and start to starve. So sh…"
5286,Gnosia,70010000036344,24.99,"The crew of a drifting spaceship, facing off against a mysterious and deadly threat known as the “Gnosia” and having no idea who among them is really the enemy, formulate a desperate plan for survival. The most suspicious among them will be put into “col…"
3368,Go All Out!,70010000024212,12.99,"When you're fighting, be sure to Go All Out! Be the last man standing in this intense and action packed platform fighter. Unique characters, tons of unlockables like skins, equipments or win poses. Different tactics, skills and ways of fighting. It's not…"
10498,Go Go Jump!!!,70010000068555,9.99,
12141,Go Kart Mania,70010000078680,9.99,
10493,Go Mecha Ball,70010000068857,19.99,
7378,Go Minimal,70010000048557,4.99," - Online multiplayer, play Blitz (30 seconds) or Classic (10 minutes) match - Global leaderboards, Elo rating system - Private online games with your friend - Local multiplayer on a single device - Touch support - Beautiful minimal design  …"
6812,Go Rally,70010000045492,20.0,"Pit yourself against a huge variety of pre-made rally tracks across stunningly realistic deserts, arctic snowscapes, forests and arid outback landscapes. Each course delivers a fresh challenge, from glass-like ice to treacherous rocks and everything in-b…"
963,Go Vacation™,70010000009230,49.99,"Welcome to Kawawii Island, a paradise resort where friends and family can enjoy 50+ co-op and competitive activities. There are all sorts of exciting ways to explore the island, from horseback to buggies, snow mobiles to inline skates. And to add to the …"
6091,Go! Birdie,70010000040279,4.99,"Being a little nestling, Birdie listened to the story about a Golden Grain many times. Growing up he dreamed of finding the treasure, however, he didn’t have enough strength and determination. Now, when he is grown up, he decided to fulfill his childhood…"
3295,Go! Fish Go!,70010000023426,3.99,"Even fish lose their patience and try to escape from the aquarium.  A team of five amazing fish embark on a daring adventure to escape from their young oppressors. Help them to trick and lose the pursuers. Every second counts.  Speed, reflexes and wit ar…"
8977,Go! Go! PogoGirl,70010000058571,4.99,"Go! Go! PogoGirl is a dynamic, cute and wholesome platformer about a girl and her pogo stick. Bounce your way through the world, collect gems and then bounce some more! It’s a love letter to 1990s era platformers with colorful graphics, idle animations a…"
2638,GoFishing 3D,70010000019156,14.99,"GoFishing3D The Real Fishing is a realistic simulator game. We offer many big fishing areas, around which you can move freely, as well as sail across the water on your boat. We have a wide variety of hooks, baits and other fishing equipment. You can pers…"
131,GoNNER,70010000000492,9.99,"GoNNER is a tough as hell score-based procedurally-generated platformer with roguelike elements. GoNNER is also a story about friendship between Ikk, Death, and a space whale named Sally. You will die. A lot. This is by design, but it's not made to feel …"
10190,Goat Simulator 3,70010000066362,29.99,
1940,Goat Simulator: The GOATY,70010000015046,29.99,"Goat Simulator is the latest in goat simulation technology, bringing next-gen goat simulation to YOU. You no longer have to fantasize about being a goat your dreams have finally come true! Goat Simulator is all about causing as much destruction as you po…"
2092,GoatPunks,70010000016614,9.99,"GoatPunks is a multiplayer action game pitting your goat against other players in a battle to become king of the mountain. Fight through an onslaught of bombs, obstacles and each other to climb to the top of 9 uniquely themed mountains each offering dist…"
12774,Goblin Slayer -ANOTHER ADVENTURER- NIGHTMARE FEAST,70010000083388,39.99,
3810,Goblin Sword,70010000027832,4.99,"Goblin Sword is a retro-inspired action platformer with light rpg elements. An army of monsters led by an evil wizard have invaded your hometown. Slay as many monsters as you can, collect loot, avoid dangerous traps and defeat menacing bosses, before fac…"
8676,God Damn The Garden,70010000056335,4.99,"God Damn The Garden challenges you to face the trial of Skeleton Bastard, which tests whether or not you're worthy of becoming the next king of Badass Heaven. In a vast underworld, find a way to escape from the mysterious depths of God Damns World by fig…"
11655,God of Light: Remastered,70010000075414,4.99,
8955,God of Rock,70010000058119,29.99,
7461,Godlike Burger,70010000049789,19.99,"In Godlike Burger you run the craziest restaurant of the galaxy! Stun, poison and kill customers in many devious ways… and turn them into burger meat! And don’t worry: Alien customers will keep coming if you are smart about it, because cannibalism is jus…"
2278,Godly Corp,70010000017772,7.99,"Do you want to do something meaningful in your life? Do you desire more responsibility like responsibility for the fate of the multiverse hanging in the balance? You might want to consider a career with Godly Corp, an upcoming over-the-top simulator with…"
3869,Gods Will Fall,70010000028117,14.99,"You Are The Last Hope For Humanity The gods’ torturous rule over humanity has lasted for millennia.  Bent on cruelty and suffering, they demand to be served with blind worship through an oath of fealty pledged from every man, woman and child. To those wh…"
5486,Godstrike,70010000037132,14.99,"Time is money and health, so buying abilities or being damaged will reduce your remaining combat time. You better watch out! SKILLS Along your path, you will unlock over 40 unique abilities by defeating bosses. Before each battle you will be able to cust…"
11707,Godzilla Voxel Wars,70010000076625,14.99,
606,Goetia,70010000004799,9.99,"The ruins of any village are the silent testament to its final moments. The ruins of Oakmarsh are no different. Their telling silence, the dust blanketing what was once a quiet village near Coventry. The name of a manor and the family that lived within. "
8079,Goetia 2,70010000052414,9.99,"Without any inventory, the player has to solve puzzles to make their way in this world, gathering information and fundamental elements to get their soul back into the body, using only the power of possession they received as a pure soul. History Two love…"
3893,Going Under,70010000028039,19.99,"As an unpaid intern in the dystopian city of Neo-Cascadia, you’ll wield office junk as weaponry as you make your way through the offbeat procedural dungeons beneath your company campus. [The Future is Wack] Failed businesses no longer just cease to exist…"
3213,Golazo!,70010000022213,14.99,"Football is all about fun and teamwork. It doesn’t matter if you’re on the field or play it on console sitting with your friends on the couch. Golazo boldly recalls the glory days of the arcade soccer games, bringing back memories of cult classics we all…"
5403,Golazo! 2,70010000037645,14.99,"Golazo 2 boldly recalls the glory days of the arcade soccer games, bringing back memories of cult classics we all know. Street mechanics and fields are added to this sequel to bring more depth to this game. Certainly a perfect game for people who are war…"
6986,Gold Crusader,70010000046739,4.99,Jump into procedurally generated dungeons and fight the creatures who stole your gold. Kill them to gain experience and grab your gold. Craft over 20 swords with different attributes to fight the growing threat.
5934,Gold Digger,70010000039096,4.99,Your're the Digger. Crush all the gold bars that are waiting for you in each level. It's all about timing and precision as you break up gold bars descending deeper and deeper into the earth. How deep will you mine before you make that fatal mistake?  - 3…
12961,Gold Digger: The Simulator,70010000084656,7.99,
5324,Golden Force,70010000036276,9.99,"The King of Demons set his sights on Muscle Island, a paradisaical and peaceful place where it’s good to live. This evil person settled his army and persecutes the population with the help of his generals. Wasting their last coins in the taverns of the i…"
2243,Golem Gates,70010000017887,24.99,"Golem Gates is a post-apocalyptic sci-fi blend of action-strategy and card battler, pitting your conjured armies against otherworldly forces. Choose from 100 cards (known as Glyphs) and unleash diverse units, buildings, buffs, and more in tactical combat…"
3433,Golf,70010000025488,9.99,"Golf is an open-world 18 hole golf simulator game, which you can either play alone or with another player. Using our unique ball hit engine you decide on the exact point you want to hit the ball giving you a more realistic golf playing experience. Choose…"
6199,Golf Club Nostalgia,70010000041390,9.99,Urban Wasteland Adventure Golf The rich fled to Mars but venture back to a desolate Earth for a round of golf. Each hole in the wasteland offers its own little story and possible puzzle to sink the perfect shot. Play through destroyed brutalist monuments…
